desktop,Name[zh_TW],GenericName[zh_TW],Comment[zh_TW],Name[zh_CN],GenericName[zh_CN],Comment[zh_CN],Categories,,,,,,Name[en_US],GenericName[en_US],Comment[en_US],Categories
ballview.desktop,生化_BALLView,3D分子建模生化軟體,生化_BALLView,生化_BALLView,3D分子建模生化软件,生化_BALLView,Education,,,,,,Biochemical _BALLView,3D molecular modeling software biochemistry,Biochemical _BALLView,Education
#程式開發,,,,,,,,,,,,,,,,
scratch.desktop,程式設計_Scratch,一套圖形化程式設計軟體，適合8歲以上的中小學生作為學習程式設計的入門軟體,程式設計_Scratch,编程_Scratch,一套图形化编程软件，适合8岁以上的中小学生作为学习编程的入门软件,编程_Scratch,Development,,,,,,Programming _Scratch,A graphical programming software for students over the age of 8 as a learning introductory programming software,Programming _Scratch,Development
s4a.desktop,程式設計_S4A,结合Scratch與Arduino，讓孩子們學習程式設計的入門軟體,程式設計_S4A,编程_S4A,结合Scratch与Arduino，让孩子们学习编程的入门软件,编程_S4A,Development,,,,,,Programming _S4A,"Scratch combined with Arduino, so that children learn introductory programming software",Programming _S4A,Development
arduino.desktop,程式設計_Arduino,將 Firmware 寫入 Arduino 板子的軟體,程式設計_Arduino,编程_Arduino,可将 Firwmware 写入 Arduino 板子的软件,编程_Arduino,Development,,,,,,Programming _Arduino,Firwmware can write Arduino board software,Programming _Arduino,Development
greenfoot.desktop,程式設計_Greenfoot,一套圖形化程式設計軟體，適合學習  JAVA 程式語言設計的入門軟體,程式設計_Greenfoot,编程_Greenfoot,一套图形化编程软件，适合学习JAVA程序语言设计的入门软件,编程_Greenfoot,Development,,,,,,Programming _Greenfoot,A graphical programming software for learning JAVA programming language design entry software,Programming _Greenfoot,Development
alice.desktop,程式設計_Alice,圖形化 3D 動畫程式設計 ,程式設計_Alice,编程_Alice,图形化3D动画编程,编程_Alice,Development,,,,,,Programming _Alice,Graphical programming 3D animation,Programming _Alice,Development
kturtle.desktop,程式設計_KTurtle,適合用於小朋友學習寫程式的入門軟體,程式設計_KTurtle,编程_KTurtle,适合用于小朋友学习写程序的入门软件,编程_KTurtle,Development,,,,,,Programming _KTurtle,Suitable for children to learn to write software program entry,Programming _KTurtle,Development
squeak.desktop,程式設計_Squeak,適合用於小朋友學習寫程式的入門軟體,程式設計_Squeak,编程_Squeak,适合用于小朋友学习写程序的入门软件,编程_Squeak,Development,,,,,,Programming _Squeak,Suitable for children to learn to write software program entry,Programming _Squeak,Development
geany.desktop,整合開發環境_Geany,多功能的整合開發環境編輯軟體,整合開發環境_Geany,集成开发环境_Geany,多功能的整合开发环境编辑软件,整合开发环境_Geany,Development,,,,,,Integrated Development Environment _Geany,Versatile editing software integrated development environment,Integrated Development Environment _Geany,Development
#自由教材,,,,,,,,,,,,,,,,
openc.desktop,無限延伸的自由世界,自由內容、自由教材及公共版權的考題補給站相關介紹,自由教材網,无限扩展的自由世界,自由内容、自由教材及公共版权的考题补给站相关介绍,自由教材网,Opencontent,,,,,,Unlimited extension of the free world,"Free content, free textbooks and public copyright questions related presentations depot",Free textbooks Network,Opencontent
phet.desktop,動畫模擬教學_PhET,PhET包含了物理生物化學地球科學數學等100多個動畫模擬教學範例,動畫模擬教學_PhET,动画仿真教学_PhET,PhET包含了物理生物化学地球科学数学等100多個動畫模擬教學範例,动画仿真教学_PhET,Opencontent,,,,,,Animation teaching _PhET,PhET contains more than 100 examples of the physical animation teaching mathematics Biochemistry Earth Sciences,Animated simulation teaching _PhET,Opencontent
usgs.desktop,地震動畫教學_USGS,這是美國地質調查局USGS所製作的地震動畫教學範例,地震動畫教學_USGS,地震动画教学_USGS,这是美国地质调查局USGS所制作的地震动画教学样例,地震动画教学_USGS,Opencontent,,,,,,Earthquake animation teaching _USGS,This is a sample animation teaching earthquake US Geological Survey USGS produced,Earthquake animation teaching _USGS,Opencontent
npa.desktop,物理動畫教學_Flash Animations for Physics,物理動畫教學適合國高中以上的物理課程，例如向量波力學等教學動畫,物理動畫教學_Flash Animations for Physics,物理动画教学_FlashAnimationsforPhysics,物理动画教学适合国高中以上的物理课程，例如向量波力学等教学动画,物理动画教学_FlashAnimationsforPhysics,Opencontent,,,,,,Physical Animation Teaching _Flash Animations for Physics,"Physics Course physics animations for teaching high school in the country, such as vector wave mechanics teaching animation",Physical Animation Teaching _FlashAnimationsforPhysics,Opencontent
chemical_struct.desktop,化學構造資料庫_Chemical Structure,化學構造資料庫依照官能基將有機分子分類，適合高中及大學化學生物等課程,化學構造資料庫_Chemical Structure,化学构造数据库_ChemicalStructure,化学构造数据库依照官能基将有机分子分类，适合高中及大学化学生物等课程,化学构造数据库_ChemicalStructure,Opencontent,,,,,,Chemical structure database _Chemical Structure,The chemical structure of the database in accordance with the functional groups of the organic molecular classification for high school and college courses Biological Chemistry,Chemical structure database _ChemicalStructure,Opencontent
gsyan.desktop,顏國雄老師 Flash 教材,台北市力行國小顏國雄老師開發的 Flash 教材,顏國雄老師 Flash 教材,颜国雄老师 Flash 教材,台北市力行国小颜国雄老师开发的 Flash 教材,颜国雄老师 Flash 教材,Opencontent,,,,,,Yanguo Xiong teacher textbook Flash,Taipei exercise small country Yanguo Xiong teacher materials developed Flash,Yanguo Xiong teacher textbook Flash,Opencontent
ezgo-wordtest.desktop,字音字形網體驗版,花蓮線明廉國小陳立輝老師所開發的字音字形網的離線體驗版，由成功大學學生製作,字音字形網體驗版,字音字形网体验版,花莲县明廉国小陈立辉老师所开发的字音字形网的离线体验版，由成功大学学生制作,字音字形网体验版,Opencontent,,,,,,Ziyinzixing net Trial Version,"Hualien County, the small country Lian Chen Lihui teacher developed offline experience version Ziyinzixing network by making a successful college student",Ziyinzixing net Trial Version,Opencontent
#教師工具,,,,,,,,,,,,,,,,
Open-Sankore.desktop,電子白板_Open Sankore,一套開放源碼互動式電子白板軟體,電子白板_Open Sankore,电子白板_OpenSankore,一套开放源码交互式电子白板软件,电子白板_OpenSankore,Tutorial,,,,,,Whiteboard _Open Sankore,"A set of open-source software, interactive whiteboard",Whiteboard _OpenSankore,Tutorial
jclic.desktop,教學設計_jClic,JClic 是一個電腦教學應用軟體，用於設計不同類型的教育活動，如拼圖，關聯，文字練習，填字遊戲等,教學設計_jClic,教学设计_jClic,JClic是一个计算机教学应用软件，用于设计不同类型的教育活动，如拼图，关联，文字练习，填字游戏等,教学设计_jClic,Tutorial,,,,,,Instructional Design _jClic,"JClic is teaching a computer application software for the design of different types of educational activities, such as puzzles, associations, text exercises, crossword puzzles etc.",Instructional Design _jClic,Tutorial
jclicauthor.desktop,教學設計_jClic Author,JClic 是一個電腦教學應用軟體，用於設計不同類型的教育活動，如拼圖，關聯，文字練習，填字遊戲等,教學設計_jClic Author,教学设计_jClicAuthor,JClic是一个计算机教学应用软件，用于设计不同类型的教育活动，如拼图，关联，文字练习，填字游戏等,教学设计_jClicAuthor,Tutorial,,,,,,Instructional Design _jClic Author,"JClic is teaching a computer application software for the design of different types of educational activities, such as puzzles, associations, text exercises, crossword puzzles etc.",Instructional Design _jClicAuthor,Tutorial
jclicreports.desktop,教學設計_jClic Report Server,JClic 是一個電腦教學應用軟體，用於設計不同類型的教育活動，如拼圖，關聯，文字練習，填字遊戲等,教學設計_jClic Report Server,教学设计_jClicReportServer,JClic是一个计算机教学应用软件，用于设计不同类型的教育活动，如拼图，关联，文字练习，填字游戏等,教学设计_jClicReportServer,Tutorial,,,,,,Instructional Design _jClic Report Server,"JClic is teaching a computer application software for the design of different types of educational activities, such as puzzles, associations, text exercises, crossword puzzles etc.",Instructional Design _jClicReportServer,Tutorial
ardesia.desktop,桌面畫筆_Ardesia,可錄製桌面塗鴉的軟體,桌面畫筆_Ardesia,桌面画笔_Ardesia,可录制桌面涂鸦的软件,桌面画笔_Ardesia,Tutorial,,,,,,Desktop brush _Ardesia,Desktop software can record graffiti,Desktop brush _Ardesia,Tutorial
curtain.desktop,布幕程式_Curtain,模擬背景，布幕的軟體,布幕程式_Curtain,布幕程序_Curtain,仿真后台，布幕的软件,布幕程序_Curtain,Tutorial,,,,,,Curtain program _Curtain,Simulation of the background curtain of software,Curtain program _Curtain,Tutorial
spotlighter.desktop,聚光燈_Spotlighter,顯示和移動聚光燈的軟體,聚光燈_Spotlighter,聚光灯_Spotlighter,显示和移动聚光灯的软件,聚光灯_Spotlighter,Tutorial,,,,,,Spotlight _Spotlighter,Displays and mobile software spotlight,Spotlight _Spotlighter,Tutorial
easystroke.desktop,滑鼠手勢_Easystroke,可設定滑鼠手勢來執行電腦相關作業的軟體,滑鼠手勢_Easystroke,鼠标手势_Easystroke,可设置鼠标手势来执行计算机相关作业的软件,鼠标手势_Easystroke,Tutorial,,,,,,Mouse gestures _Easystroke,You can set mouse gestures to perform job-related computer software,Mouse Gestures _Easystroke,Tutorial
qjoypad.desktop,搖桿模擬器_QJoyPad,將 USB 搖桿上的按鍵直接對映到鍵盤按鍵的軟體,搖桿模擬器_QJoyPad,摇杆模拟器_QJoyPad,将USB摇杆上的按键直接映射到键盘按键的软件,摇杆仿真器_QJoyPad,Tutorial,,,,,,Rocker simulator _QJoyPad,The USB joystick buttons on the keyboard keys are mapped directly to the software,Joystick emulator _QJoyPad,Tutorial
wiican.desktop,Wiimote設定_Wiican,Wiimote 連線及快速鍵設定的軟體,Wiimote設定_Wiican,Wiimote设置_Wiican,Wiimote连接及快速键设置的软件,Wiimote设置_Wiican,Tutorial,,,,,,Wiimote set _Wiican,Software Wiimote connection settings and shortcuts,Wiimote set _Wiican,Tutorial
wminput.desktop,Wii 手把設定_Wminput,Ｗiimote 手把連線設定軟體,Wii 手把設定_Wminput,Wii手把设置_Wminput,Ｗiimote手把连接设置软件,Wii手把设置_Wminput,Tutorial,,,,,,Wii handle set _Wminput,Wiimote handle the connection setup software,Wii handle set _Wminput,Tutorial
samba.desktop,網路芳鄰_samba,快速設定網路芳鄰的程式,網路芳鄰_samba,网上邻居_samba,快速设置网上邻居的程序,网上邻居_samba,Tutorial,,,,,,Network Neighborhood _samba,Quick Setup procedure Network Neighborhood,Network Neighborhood _samba,Tutorial
lampp.desktop,教學伺服器_lampp,可以讓你快速安裝教學伺服器的安裝程式,教學伺服器_lampp,教学服务器_lampp,可以让你快速安装教学服务器的安装程序,教学服务器_lampp,Tutorial,,,,,,Teaching server _lampp,It allows you to quickly install the server installation program teaching,Teaching server _lampp,Tutorial
italc.desktop,螢幕廣播_iTALC,iTALC 是一個可以用於電腦教室螢幕廣播與監控的軟體,螢幕廣播_iTALC,屏幕广播_iTALC,iTALC是一个可以用于计算机教室屏幕广播与监控的软件,屏幕广播_iTALC,Tutorial,,,,,,Screen Broadcast _iTALC,iTALC is a classroom computer software can be used to screen and monitor broadcast,Screen broadcast _iTALC,Tutorial
#附屬應用程式,,,,,,,,,,,,,,,,
# file-roller.desktop: 20141107 added by Franklin,,,,,,,,,,,,,,,,
file-roller.desktop,檔案壓縮_ArchiveManager,Gnome上的檔案壓縮管理程式,檔案壓縮_ArchiveManager,档案压缩_ArchiveManager,Gnome上的文档压缩管理程序,档案压缩_ArchiveManager,Utility,,,,,,File compression _ArchiveManager,Gnome document compression on management procedures,File compression _ArchiveManager,Utility
kate.desktop,文字編輯_Kate,常用文字編輯軟體,文字編輯_Kate,文字编辑_Kate,常用文字编辑软件,文字编辑_Kate,Utility,,,,,,Text editing _Kate,Common text editing software,Text editing _Kate,Utility
org.kde.kate.desktop,文字編輯_Kate,常用文字編輯軟體,文字編輯_Kate,文字编辑_Kate,常用文字编辑软件,文字编辑_Kate,Utility,,,,,,Text editing _Kate,Common text editing software,Text editing _Kate,Utility
gvim.desktop,文字編輯_Gvim,vim 文字編輯器,文字編輯_Gvim,文字编辑_Gvim,vim文字编辑器,文字编辑_Gvim,Utility,,,,,,Text editing _Gvim,vim text editor,Text editing _Gvim,Utility
vim.desktop,文字編輯_vim,vim 文字編輯器,文字編輯_vim,文字编辑_vim,vim文字编辑器,文字编辑_vim,Utility,,,,,,Text editing _vim,vim text editor,Text editing _vim,Utility
# leafpad.desktop, galculator.desktop: 20141107 added by Franklin,,,,,,,,,,,, galculator.desktop: 20141107 added by Franklin,,,
leafpad.desktop,文字編輯_Leafpad,簡易文字編輯器,文字編輯_Leafpad,文字编辑_Leafpad,简易文字编辑器,文字编辑_Leafpad,Utility,,,,,,Text editing _Leafpad,Simple Text Editor,Text editing _Leafpad,Utility
galculator.desktop,計算機_Galculator,科學計算機軟體,計算機_Galculator,计算器_Galculator,科学计算器软件,计算器_Galculator,Utility,,,,,,Computer _Galculator,Scientific Calculator Software,Calculator _Galculator,Utility
knotes.desktop,螢幕便利貼_KNotes,在螢幕上貼便條,螢幕便利貼_KNotes,屏幕便利贴_KNotes,在屏幕上贴便条,屏幕便利贴_KNotes,Utility,,,,,,Screen sticky _KNotes,In a note posted on the screen,Screen sticky _KNotes,Utility
org.kde.knotes.desktop,螢幕便利貼_KNotes,在螢幕上貼便條,螢幕便利貼_KNotes,屏幕便利贴_KNotes,在屏幕上贴便条,屏幕便利贴_KNotes,Utility,,,,,,Screen sticky _KNotes,In a note posted on the screen,Screen sticky _KNotes,Utility
# xpad.desktop: 20141107 added by Franklin,,,,,,,,,,,,,,,,
xpad.desktop,螢幕便利貼_Xpad,在螢幕上貼便條,螢幕便利貼_Xpad,屏幕便利贴_Xpad,在屏幕上贴便条,屏幕便利贴_Xpad,Utility,,,,,,Screen sticky _Xpad,In a note posted on the screen,Screen sticky _Xpad,Utility
kcalc.desktop,計算機_KCalc,KDE 上的計算機軟體,計算機_KCalc,计算器_KCalc,KDE上的计算器软件,计算器_KCalc,Utility,,,,,,Computer _KCalc,Calculator software on the KDE,Calculator _KCalc,Utility
org.kde.kcalc.desktop,計算機_KCalc,KDE 上的計算機軟體,計算機_KCalc,计算器_KCalc,KDE上的计算器软件,计算器_KCalc,Utility,,,,,,Computer _KCalc,Calculator software on the KDE,Calculator _KCalc,Utility
kmag.desktop,放大鏡_KMag,放大螢幕的某部份,放大鏡_KMag,放大镜_KMag,放大屏幕的某部份,放大镜_KMag,Utility,,,,,,Magnifier _KMag,A portion of the enlarged screen,Magnifier _KMag,Utility
kvkbd.desktop,虛擬鍵盤_Kvkbd,可以呼叫出系統的虛擬鍵盤來使用,虛擬鍵盤_Kvkbd,虚拟键盘_Kvkbd,可以调用出系统的虚拟键盘来使用,虚拟键盘_Kvkbd,Utility,,,,,,Virtual Keyboard _Kvkbd,You can call the system to use a virtual keyboard,Virtual Keyboard _Kvkbd,Utility
kmousetool.desktop,滑鼠工具_KMousetool,幫您重覆點擊避免手腕傷害,滑鼠工具_KMousetool,鼠标工具_KMousetool,帮您重复点击避免手腕伤害,鼠标工具_KMousetool,Utility,,,,,,Mouse tool _KMousetool,Help you avoid repeated clicks wrist injury,Mouse tool _KMousetool,Utility
synaptiks.desktop,觸控板設定_Synaptiks,筆電觸控版的管理程式,觸控板設定_Synaptiks,触控板设置_Synaptiks,笔电触控版的管理程序,触控板设置_Synaptiks,Utility,,,,,,Touchpad settings _Synaptiks,Laptop touchpad manager,Touchpad settings _Synaptiks,Utility
ark.desktop,壓縮工具_Ark,可以壓縮和解壓縮的軟體,壓縮工具_Ark,压缩工具_Ark,可以压缩和解压缩的软件,压缩工具_Ark,Utility,,,,,,Compression tool _Ark,The software can compress and decompress,Compression tool _Ark,Utility
org.kde.ark.desktop,壓縮工具_Ark,可以壓縮和解壓縮的軟體,壓縮工具_Ark,压缩工具_Ark,可以压缩和解压缩的软件,压缩工具_Ark,Utility,,,,,,Compression tool _Ark,The software can compress and decompress,Compression tool _Ark,Utility
7zip.desktop,壓縮工具_7zip,跨平台壓縮和解壓縮的軟體，可以避免在解壓縮時，因為不同平台而出現中文檔名亂碼的問題,壓縮工具_7zip,压缩工具_7zip,跨平台压缩和解压缩的软件，可以避免在解压缩时，因为不同平台而出现中文文件名乱码的问题,压缩工具_7zip,Utility,,,,,,Compression tool _7zip,"Cross-platform compression and decompression software, can be avoided at the time of decompression, the emergence of different platforms because Chinese file name garbled",Compression tool _7zip,Utility
klipper.desktop,剪貼簿_Klipper,KDE 上強大的剪貼簿軟體,剪貼簿_Klipper,剪贴板_Klipper,KDE上强大的剪贴板软件,剪贴板_Klipper,Utility,,,,,,Scrapbook _Klipper,KDE software on powerful clipboard,Clipboard _Klipper,Utility
org.kde.klipper.desktop,剪貼簿_Klipper,KDE 上強大的剪貼簿軟體,剪貼簿_Klipper,剪贴板_Klipper,KDE上强大的剪贴板软件,剪贴板_Klipper,Utility,,,,,,Scrapbook _Klipper,KDE software on powerful clipboard,Clipboard _Klipper,Utility
akonaditray.desktop,系統工具_Akonaditray,系統工具管理程式,系統工具_Akonaditray,系统工具_Akonaditray,系统工具管理程序,系统工具_Akonaditray,Utility,,,,,,System Tools _Akonaditray,System Tools manager,System Tools _Akonaditray,Utility
tomboy.desktop,筆記_Tomboy,類似便利貼，可用來記事的軟體,筆記_Tomboy,笔记_Tomboy,类似便利贴，可用来记事的软件,笔记_Tomboy,Utility,,,,,,Notes _Tomboy,"Similar sticky notes, jotting notes Software",Notes _Tomboy,Utility
gedit.desktop,文字編輯_gedit,文字檔編輯軟體,文字編輯_gedit,文字编辑_gedit,文本编辑软件,文字编辑_gedit,Utility,,,,,,Text editing _gedit,Text editing software,Text editing _gedit,Utility
gnome-screenshot.desktop,螢幕截圖_screenshot,可將桌面或使用中的視窗截取為圖片的軟體,螢幕截圖_screenshot,屏幕截图_screenshot,可将桌面或使用中的窗口截取为图片的软件,屏幕截图_screenshot,Utility,,,,,,Screenshot _screenshot,Desktop or use the window as an image of the software will intercept,Screenshot _screenshot,Utility
gcalctool.desktop,計算機_gcalctool,進行數字、科學或金融的計算,計算機_gcalctool,计算器_gcalctool,进行数字、科学或金融的计算,计算器_gcalctool,Utility,,,,,,Computer _gcalctool,"Digital, scientific or financial calculations",Calculator _gcalctool,Utility
convertall.desktop,單位換算_ConvertAll,單位換算軟體,單位換算_ConvertAll,单位换算_ConvertAll,单位换算软件,单位换算_ConvertAll,Utility,,,,,,Unit conversion _ConvertAll,Unit conversion software,Unit conversion _ConvertAll,Utility
python-whiteboard.desktop,電子白板_Whiteboard,wiimote 白板用的定位軟體,電子白板_Whiteboard,电子白板_Whiteboard,wiimote白板用的定位软件,电子白板_Whiteboard,Utility,,,,,,Whiteboard _Whiteboard,wiimote whiteboard software localization,Whiteboard _Whiteboard,Utility
gnome-terminal.desktop,終端機_Terminal,使用命令列來執行相關作業,終端機_Terminal,终端机_Terminal,使用命令列来执行相关作业,终端机_Terminal,Utility,,,,,,Terminal _Terminal,Use the command line to execute the relevant job,Terminal _Terminal,Utility
posterazor.desktop,分割列印_PosteRazor,可將大圖片或海報，分割各種尺寸的軟體,分割列印_PosteRazor,分割打印_PosteRazor,可将大图片或海报，分割各种尺寸的软件,分割打印_PosteRazor,Utility,,,,,,Split Print _PosteRazor,The big picture or poster can be split in various sizes software,Split printing _PosteRazor,Utility
simple-scan.desktop,簡易掃瞄_Simple Scan,用於掃描文件的軟體,簡易掃瞄_Simple Scan,简易扫瞄_SimpleScan,用于扫描文件的软件,简易扫瞄_SimpleScan,Utility,,,,,,Simple Scan _Simple Scan,Software for scanning documents,Simple Scan _SimpleScan,Utility
xsane.desktop,掃瞄器軟體_XSane,在Linux 下的支援多種掃瞄器驅動的軟體,掃瞄器軟體_XSane,扫瞄仪软件_XSane,在Linux下的支持多种扫瞄仪驱动的软件,扫描仪软件_XSane,Utility,,,,,,Scanner software _XSane,Under Linux supports multiple scanners Driven Software,Scanner Software _XSane,Utility
#ezgo工具箱,,,,,,,,,,,,,,,,
my_ezgo.desktop,我的 ezgo,可清楚的看到硬體、網路、可移除裝置及系統等相關資訊,我的 ezgo,我的 ezgo,可清楚的看到硬件、网络、可删除设备及系统等相关信息,我的 ezgo,myezgo,,,,,,My ezgo,"You can clearly see the hardware, network, systems and other related equipment and delete information",My ezgo,myezgo
ezgo_center.desktop,ezgo 服務中心,ezgo 相關服務連結,ezgo 服務中心,ezgo 服务中心,ezgo相关服务连结,ezgo 服务中心,myezgo,,,,,,ezgo service center,ezgo Services Links,ezgo service center,myezgo
ezinstall.desktop,ezgo 軟體中心,可以新增移除 ezgo 特別整理的軟體,ezgo 軟體中心,ezgo 软件中心,可以新增删除ezgo特别整理的软件,ezgo 软件中心,myezgo,,,,,,ezgo Software Center,Remove ezgo can add special finishing software,ezgo Software Center,myezgo
media_install_force.desktop,安裝第三方軟體,安裝常用的第三方軟體，例如 Flash 等,安裝第三方軟體,安装第三方软件,安装常用的第三方软件，例如 Flash 等,安装第三方软件,myezgo,,,,,,Install third-party software,"Install popular third-party software, such as Flash, etc.",Install third-party software,myezgo
media_install.desktop,安裝第三方軟體,安裝常用的第三方軟體，例如 Flash 等,安裝第三方軟體,安装第三方软件,安装常用的第三方软件，例如 Flash 等,安装第三方软件,myezgo,,,,,,Install third-party software,"Install popular third-party software, such as Flash, etc.",Install third-party software,myezgo
update_ezgo.desktop,ezgo 更新程式,將 ezgo 進行程式更新,ezgo 更新程式,ezgo 更新程序,将ezgo进行程序更新,ezgo 更新程序,myezgo,,,,,,ezgo update program,The program updates ezgo,ezgo Update,myezgo
recover.desktop,使用者還原設定,還原使用者在 ezgo 下的環境設定,使用者還原設定,用户还原设置,还原用户在ezgo下的环境设置,用户还原初始设置,myezgo,,,,,,Restore user settings,Restore user environment settings in the ezgo,The user to restore the initial settings,myezgo
skel.desktop,還原 ezgo 初始設定,將您的 ezgo 還原至安裝時的初始設定,還原 ezgo 初始設定,还原 ezgo 初始设置,将您的ezgo还原至安装时的初始设置,还原 ezgo 初始设置,myezgo,,,,,,Initial setting reduction ezgo,Your ezgo revert to the initial settings at installation,Restore initial settings ezgo,myezgo
#系統,,,,,,,,,,,,,,,,
freefilesync.desktop,檔案備份_FreeFileSync,很好用的檔案與資料夾同步備份軟體,檔案備份_FreeFileSync,文件备份_FreeFileSync,很好用的文件与数据夹同步备份软件,文件备份_FreeFileSync,System,,,,,,File backup _FreeFileSync,Good use of the file and folder synchronization backup software,File Backup _FreeFileSync,System
realtimesync.desktop,即時同步_RealTimeSync,很好用的檔案與資料夾同步備份軟體,即時同步_RealTimeSync,即时同步_RealTimeSync,很好用的文件与数据夹同步备份软件,即时同步_RealTimeSync,System,,,,,,Instant synchronization _RealTimeSync,Good use of the file and folder synchronization backup software,Instant synchronization _RealTimeSync,System
muon-installer.desktop,Muon 軟體中心,用於新增移除軟體的軟體中心,Muon 軟體中心,Muon 软件中心,用于新增或删除软件的软件中心,Muon软件中心,System,,,,,,Muon Software Center,Software Center to add or remove software,Muon Software Center,System
muon.desktop,套件管理員_Muon,用於新增移除軟體及程式套件的軟體中心,套件管理員_Muon,组件管理员_Muon,用于新增或删除软件及程序组件的软件中心,组件管理员_Muon,System,,,,,,Suite Administrator _Muon,Software Center for add or delete software and program components,Components Administrator _Muon,System
usb-creator-gtk.desktop,ezgo開機碟製作_usb-creator-gtk,ezgo開機碟製作程式,ezgo開機碟製作_usb-creator-gtk,ezgo开机U盘制作_usb-creator-gtk,ezgo开机U盘制作程序,ezgo开机U盘制作_usb-creator-gtk,System,,,,,,ezgo startup disk production _usb-creator-gtk,ezgo boot U disk production procedures,ezgo boot U disk production _usb-creator-gtk,System
usb-creator-kde.desktop,ezgo開機碟製作_usb-creator,ezgo開機碟製作程式,ezgo開機碟製作_usb-creator,ezgo开机U盘制作_usb-creator,ezgo开机U盘制作程序,ezgo开机U盘制作_usb-creator,System,,,,,,ezgo startup disk production _usb-creator,ezgo boot U disk production procedures,ezgo boot U disk production _usb-creator,System
unetbootin.desktop,Linux開機碟製作_UNetbootin,Linux開機碟製作程式,Linux開機碟製作_UNetbootin,Linux开机U盘制作_UNetbootin,Linux开机U盘制作程序,Linux开机U盘制作_UNetbootin,System,,,,,,Linux startup disk production _UNetbootin,Linux boot U disk production procedures,Linux boot U disk production _UNetbootin,System
partitionmanager.desktop,磁碟分割_KDE Partition Manager,可以輕鬆的管理您的磁碟、分割區與檔案系統,磁碟分割_KDE Partition Manager,磁盘分区管理_KDEPartitionManager,可以轻松管理您的磁盘、分区与文件系统,磁盘分区管理_KDEPartitionManager,System,,,,,,Partition _KDE Partition Manager,"You can easily manage your disks, partitions and file systems",Disk Partition Manager _KDEPartitionManager,System
org.kde.PartitionManager.desktop,磁碟分割_KDE Partition Manager,可以輕鬆的管理您的磁碟、分割區與檔案系統,磁碟分割_KDE Partition Manager,磁盘分区管理_KDEPartitionManager,可以轻松管理您的磁盘、分区与文件系统,磁盘分区管理_KDEPartitionManager,System,,,,,,Partition _KDE Partition Manager,"You can easily manage your disks, partitions and file systems",Disk Partition Manager _KDEPartitionManager,System
# gnome-disks.desktop: 20141107 added by Franklin,,,,,,,,,,,,,,,,
gnome-disks.desktop,磁碟管理_GnomeDisks,Gnome 上的磁碟管理程式,磁碟管理_GnomeDisks,磁碟管理_GnomeDisks,Gnome 上的磁碟管理软件,磁碟管理_GnomeDisks,System,,,,,,Disk Management _GnomeDisks,Disk management software on Gnome,Disk Management _GnomeDisks,System
konsole.desktop,終端機_Konsole,KDE 上的終端機模擬程式,終端機_Konsole,终端机_Konsole,KDE上的终端機仿真程序,终端机_Konsole,System,,,,,,Terminal _Konsole,Terminal emulation program on the KDE,Terminal _Konsole,System
org.kde.konsole.desktop,終端機_Konsole,KDE 上的終端機模擬程式,終端機_Konsole,终端机_Konsole,KDE上的终端機仿真程序,终端机_Konsole,System,,,,,,Terminal _Konsole,Terminal emulation program on the KDE,Terminal _Konsole,System
# lxterminal.desktop: 20141107 added by Franklin,,,,,,,,,,,,,,,,
lxterminal.desktop,終端機_Lxterminal,LXDE 上的終端機模擬程式,終端機_Lxterminal,终端机_Lxterminal,LXDE 上的终端机仿真程序,终端机_Lxterminal,System,,,,,,Terminal _Lxterminal,Terminal emulation program on the LXDE,Terminal _Lxterminal,System
dolphin.desktop,檔案總管_Dolphin,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_Dolphin,文件总管_Dolphin,类似Windows下的资源管理器，可以查看及管理数据夹中的文件,文件总管_Dolphin,Utility,Qt,KDE,System,FileTools,FileManager,Explorer _Dolphin,"Explorer-like under Windows, you can view and manage data in a folder",File Browser _Dolphin,Utility
org.kde.dolphin.desktop,檔案總管_Dolphin,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_Dolphin,文件总管_Dolphin,类似Windows下的资源管理器，可以查看及管理数据夹中的文件,文件总管_Dolphin,Utility,Qt,KDE,System,FileTools,FileManager,Explorer _Dolphin,"Explorer-like under Windows, you can view and manage data in a folder",File Browser _Dolphin,Utility
# pcmanfm: 20141106 added by Franklin,,,,,,,,,,,,,,,,
pcmanfm.desktop,檔案總管_PCManFM,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_PCManFM,文件总管_PCManFM,类似Windows下的资源管理器，可以查看及管理数据夹中的文件,文件总管_PCManFM,FileManager,Utility,System,,,,Explorer _PCManFM,"Explorer-like under Windows, you can view and manage data in a folder",File Browser _PCManFM,FileManager
krandrtray.desktop,螢幕設定_KrandRTray,可調整螢幕大小及相關設定,螢幕設定_KrandRTray,屏幕设置_KrandRTray,可以调整屏幕分辨率及相关设置,屏幕设置_KrandRTray,System,,,,,,Screen settings _KrandRTray,You can adjust the screen resolution and settings,Screen settings _KrandRTray,System
my-computer.desktop,系統資訊_My Computer,可清楚的看到硬體、網路、可移除裝置及系統等相關資訊,系統資訊_My Computer,系统信息_MyComputer,可以清楚地看到硬件、网络、可删除设备及系统等相关信息,系统信息_MyComputer,System,,,,,,_My Computer Information Systems,"You can clearly see the hardware, network, systems and other related equipment and delete information",System Information _MyComputer,System
